Income_Category,Card_Category,Education_Level,Customer_Age,Dependent_count,Attrition,Credit_Limit,CLIENT_ID,Gender,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Marital_Status,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
Less than $40K,Blue,College,34,2,Attrited Customer,1696,715146558,F,36,1,3,2,Married,0,1696,0.782,2325,56,0.556,0,0.99432,0.00568
Unknown,Blue,Uneducated,52,1,Existing Customer,4222,720205608,F,36,6,1,1,Married,0,4222,0.523,4487,77,1.081,0,3.21E-05,0.99997
$80K - $120K,Blue,Uneducated,45,3,Attrited Customer,6614,778606308,M,25,2,2,3,Divorced,1881,4733,0.737,3016,51,0.645,0.284,0.99513,0.00487126
Less than $40K,Blue,Uneducated,42,1,Attrited Customer,3241,710438358,F,35,4,3,3,Single,0,3241,0.442,2152,43,0.303,0,0.99659,0.00341249
Less than $40K,Blue,Unknown,48,2,Attrited Customer,4204,712562433,F,30,3,3,3,Married,0,4204,0.703,2316,43,0.536,0,0.997,0.00299743
Less than $40K,Blue,Uneducated,34,3,Existing Customer,3234,718186233,F,26,4,2,3,Single,971,2263,0.79,3989,71,0.868,0.3,0.00020424,0.9998
$40K - $60K,Blue,Unknown,40,3,Attrited Customer,2473,713717283,F,29,3,3,3,Single,2332,141,0.293,1738,32,0.455,0.943,0.99711,0.00288892
$60K - $80K,Blue,High School,42,2,Attrited Customer,4836,713822208,M,33,3,3,3,Single,493,4343,0.417,1870,45,0.406,0.102,0.99661,0.00338788
Less than $40K,Blue,High School,55,3,Existing Customer,1438.3,710466633,F,44,5,1,1,Married,0,1438.3,0.575,4755,76,0.9,0,3.35E-05,0.99997
Less than $40K,Blue,Uneducated,44,3,Existing Customer,1438.3,711153783,F,36,5,3,1,Single,541,897.3,0.821,4173,70,1.188,0.376,0.00011574,0.99988
Less than $40K,Blue,Graduate,45,4,Attrited Customer,1438.3,718230933,M,36,5,2,3,Single,1060,378.3,0.301,1253,29,0.318,0.737,0.99504,0.00495524
Less than $40K,Silver,College,57,3,Existing Customer,12675,788885133,F,42,6,1,1,Unknown,2422,10253,0.642,3912,63,0.575,0.191,3.03E-05,0.99997
Less than $40K,Blue,High School,44,3,Attrited Customer,2228,711637458,F,36,2,3,3,Single,0,2228,0.686,2523,45,0.607,0,0.99673,0.00326528
Less than $40K,Blue,High School,40,5,Existing Customer,2813,719532108,F,31,4,2,2,Married,2208,605,0.877,4491,68,0.744,0.785,0.00011423,0.99989
Less than $40K,Blue,Post-Graduate,42,2,Existing Customer,3223,757643733,F,35,6,3,2,Single,0,3223,0.593,4916,79,0.717,0,0.00021165,0.99979
$40K - $60K,Blue,Graduate,55,2,Existing Customer,2653,715122858,F,36,5,3,3,Married,0,2653,0.969,5052,81,0.761,0,0.00030251,0.9997
Less than $40K,Blue,Uneducated,45,3,Attrited Customer,2745,708384033,F,35,3,3,3,Married,2463,282,0.643,2466,39,0.345,0.897,0.99691,0.00308778
$120K +,Blue,Graduate,40,3,Existing Customer,34516,708273858,M,30,3,2,1,Divorced,0,34516,0.643,3734,80,0.86,0,7.12E-05,0.99993
Less than $40K,Blue,Uneducated,52,3,Existing Customer,2516,803952408,F,47,6,3,2,Married,1486,1030,0.503,3987,77,0.54,0.591,0.00019191,0.99981
Less than $40K,Blue,High School,46,2,Existing Customer,1870,778394358,F,26,4,3,1,Divorced,1785,85,0.696,4347,88,0.76,0.955,0.00010545,0.99989
Unknown,Blue,Graduate,56,2,Existing Customer,3934,713180433,F,48,5,3,2,Single,2517,1417,0.682,4837,87,0.673,0.64,0.00017987,0.99982
Less than $40K,Blue,High School,49,4,Existing Customer,3038,787458783,F,35,5,3,2,Married,2133,905,0.689,4784,83,0.694,0.702,0.00018339,0.99982
Less than $40K,Blue,Uneducated,53,1,Existing Customer,1982,720315933,F,39,3,2,3,Single,1276,706,0.897,5136,76,0.949,0.644,0.00018475,0.99982
Unknown,Blue,Graduate,31,1,Attrited Customer,1623,713677158,F,22,2,2,3,Divorced,0,1623,0.501,2126,45,0.364,0,0.99447,0.00553
$120K +,Blue,Uneducated,55,3,Existing Customer,3088,739828308,M,48,5,2,2,Single,1743,1345,0.766,3906,68,0.659,0.564,0.00012144,0.99988
Unknown,Blue,Unknown,44,3,Existing Customer,8064,720959058,F,33,5,3,1,Single,2417,5647,0.644,4412,67,0.861,0.3,0.00012373,0.99988
Unknown,Blue,Graduate,56,3,Attrited Customer,10016,718090233,F,36,3,3,3,Single,1872,8144,0.735,2804,37,0.542,0.187,0.99683,0.00317458
Unknown,Blue,College,54,2,Existing Customer,4523,789939558,F,45,5,3,2,Married,1841,2682,0.534,5112,87,0.706,0.407,0.00017488,0.99983
Less than $40K,Blue,Graduate,53,0,Existing Customer,1944,714169908,F,34,5,2,1,Single,1140,804,0.582,4921,82,0.907,0.586,5.89E-05,0.99994
Unknown,Blue,Uneducated,46,2,Existing Customer,6083,796145133,F,40,3,2,2,Married,1716,4367,0.618,4528,86,0.755,0.282,0.00011703,0.99988
Unknown,Blue,Graduate,38,3,Existing Customer,2425,789233808,F,27,6,2,2,Married,1396,1029,0.899,4568,74,0.897,0.576,0.00011811,0.99988
$40K - $60K,Blue,Graduate,56,5,Existing Customer,2607,709071408,F,37,4,2,1,Single,1702,905,0.802,4949,74,0.762,0.653,7.09E-05,0.99993
Less than $40K,Blue,Uneducated,53,3,Existing Customer,1953,815830083,F,48,6,2,1,Single,1215,738,0.667,4253,72,0.8,0.622,7.32E-05,0.99993
$60K - $80K,Blue,Unknown,41,3,Existing Customer,5813,715932708,M,36,4,3,1,Unknown,1614,4199,0.696,4365,75,0.875,0.278,0.00012373,0.99988
Less than $40K,Blue,High School,43,3,Existing Customer,1438.3,715281933,F,36,3,3,2,Single,0,1438.3,0.689,4401,73,0.698,0,0.00018145,0.99982
$40K - $60K,Blue,Unknown,41,5,Attrited Customer,1588,787529583,F,30,5,2,3,Married,0,1588,0.634,2561,61,0.649,0,0.99542,0.00458119
Less than $40K,Blue,High School,62,0,Existing Customer,3749,717446208,F,36,6,2,1,Single,1980,1769,0.706,5083,69,0.643,0.528,5.73E-05,0.99994
$40K - $60K,Blue,College,42,4,Existing Customer,3734,715236783,F,36,4,3,2,Divorced,2517,1217,0.724,4792,87,0.74,0.674,0.0001834,0.99982
Unknown,Blue,High School,56,2,Existing Customer,1796,804583833,F,51,4,1,3,Married,1243,553,0.768,4316,87,0.891,0.692,9.01E-05,0.99991
Less than $40K,Blue,Unknown,45,3,Attrited Customer,3223,713772333,F,34,4,3,1,Divorced,243,2980,0.433,1979,38,0.462,0.075,0.99198,0.00802
$40K - $60K,Blue,Doctorate,33,2,Existing Customer,2748,715321983,F,36,4,2,1,Married,1867,881,0.816,4314,75,1.027,0.679,9.93E-05,0.9999
Less than $40K,Blue,Graduate,57,0,Existing Customer,2448,717773433,F,45,6,1,2,Married,0,2448,0.606,5464,98,0.607,0,4.73E-05,0.99995
Less than $40K,Blue,College,49,3,Existing Customer,2548,778632933,F,29,6,1,2,Married,1998,550,0.679,4702,79,0.927,0.784,5.56E-05,0.99994
Less than $40K,Blue,College,46,3,Existing Customer,1489,808527183,F,41,4,1,1,Married,949,540,0.65,4669,94,0.741,0.637,3.35E-05,0.99997
Unknown,Blue,Graduate,38,1,Attrited Customer,8953,714514008,F,29,3,3,3,Married,0,8953,0.403,1982,43,0.303,0,0.99649,0.00350838
Unknown,Blue,Uneducated,50,3,Attrited Customer,3187,711669258,F,36,2,3,3,Single,986,2201,0.615,2381,47,0.516,0.309,0.99691,0.00308778
Less than $40K,Blue,Unknown,51,2,Existing Customer,1757,797218233,F,45,5,1,0,Single,0,1757,0.533,4550,82,0.547,0,2.23E-05,0.99998
$60K - $80K,Blue,High School,52,4,Existing Customer,2597,710612583,M,36,6,3,2,Unknown,1740,857,0.71,5037,80,0.778,0.67,0.00018339,0.99982
Unknown,Blue,College,45,5,Existing Customer,5999,712613808,F,32,3,3,3,Single,658,5341,0.638,4283,69,0.605,0.11,0.00030364,0.9997
Less than $40K,Blue,Post-Graduate,56,0,Existing Customer,3617,807173358,F,51,4,2,3,Married,878,2739,0.777,5416,76,0.9,0.243,0.0001933,0.99981
Less than $40K,Blue,Uneducated,56,0,Existing Customer,3219,778349883,F,36,4,3,1,Single,2114,1105,0.655,4188,75,0.667,0.657,9.57E-05,0.9999
$80K - $120K,Blue,Graduate,41,4,Attrited Customer,19782,720592533,M,31,3,3,2,Unknown,868,18914,0.808,2535,44,0.467,0.044,0.99473,0.00527
Less than $40K,Blue,Graduate,51,4,Existing Customer,2522,714668433,F,36,4,3,1,Single,1898,624,0.674,4122,67,0.763,0.753,0.00011377,0.99989
Less than $40K,Blue,Unknown,43,2,Existing Customer,3327,720967233,F,29,4,1,1,Married,2517,810,0.793,4901,88,0.913,0.757,3.65E-05,0.99996
Unknown,Blue,Uneducated,42,2,Existing Customer,4708,718629858,F,32,5,5,3,Married,0,4708,0.718,4597,89,0.679,0,0.0003474,0.99965
Less than $40K,Blue,College,48,4,Existing Customer,3745,737962608,F,41,4,3,2,Divorced,2517,1228,0.672,4550,78,0.857,0.672,0.0001834,0.99982
$80K - $120K,Blue,Uneducated,53,4,Attrited Customer,11561,778207083,M,44,3,3,2,Single,2189,9372,0.742,2153,39,0.5,0.189,0.99487,0.00513
Unknown,Blue,High School,44,2,Attrited Customer,8477,778781508,F,32,4,3,3,Married,2517,5960,0.717,2455,41,0.64,0.297,0.99661,0.00338788
Less than $40K,Blue,Graduate,59,0,Existing Customer,2120,714142158,F,48,2,2,1,Married,1411,709,0.665,3882,92,0.643,0.666,5.89E-05,0.99994
Less than $40K,Blue,Graduate,45,5,Existing Customer,2867,715390608,F,39,5,3,2,Married,1209,1658,0.727,5311,81,0.976,0.422,0.0001857,0.99981
$40K - $60K,Blue,Graduate,45,2,Existing Customer,2293,715243458,F,36,5,3,1,Single,1304,989,0.708,5047,94,0.679,0.569,0.00010848,0.99989
$120K +,Blue,Uneducated,51,1,Existing Customer,8671,715418508,M,36,2,1,3,Single,590,8081,0.693,4399,72,0.756,0.068,8.94E-05,0.99991
Unknown,Silver,Graduate,49,1,Existing Customer,34516,711164508,F,43,1,3,1,Divorced,1163,33353,0.725,3941,71,0.821,0.034,9.20E-05,0.99991
Unknown,Blue,High School,43,2,Existing Customer,2679,713239308,F,36,2,3,3,Married,1694,985,0.603,4640,85,0.809,0.632,0.00029408,0.99971
$80K - $120K,Blue,Unknown,38,3,Existing Customer,3224,712323183,M,22,2,2,1,Married,0,3224,0.761,3738,63,0.658,0,7.83E-05,0.99992
Unknown,Blue,High School,45,3,Existing Customer,1438.3,797410983,F,39,1,2,2,Married,745,693.3,0.83,5020,83,0.766,0.518,0.00011482,0.99989
$80K - $120K,Blue,High School,54,4,Existing Customer,7773,721167783,M,39,1,3,3,Single,2465,5308,0.788,4272,69,1.029,0.317,0.00030842,0.99969
Unknown,Blue,Uneducated,44,4,Attrited Customer,8075,712130058,F,36,3,3,4,Single,317,7758,0.585,2415,41,0.577,0.039,0.99821,0.00179304
Unknown,Blue,High School,57,3,Existing Customer,3052,714060408,F,37,3,1,2,Single,1603,1449,0.776,4210,82,0.907,0.525,5.56E-05,0.99994
$120K +,Blue,Graduate,51,3,Existing Customer,7932,715515333,M,42,2,1,3,Married,2140,5792,0.554,4024,92,0.614,0.27,9.61E-05,0.9999
$40K - $60K,Blue,High School,48,3,Existing Customer,1753,806970033,M,43,2,2,3,Unknown,1434,319,0.805,4588,77,1.026,0.818,0.00019311,0.99981
Less than $40K,Blue,Doctorate,48,5,Existing Customer,5814,817337958,F,33,2,1,3,Married,1176,4638,0.627,3796,74,1.056,0.202,0.0001384,0.99986
$40K - $60K,Blue,Graduate,53,2,Existing Customer,1989,788132208,F,38,3,2,1,Married,1003,986,0.677,5070,70,0.75,0.504,6.86E-05,0.99993
$40K - $60K,Blue,College,55,1,Existing Customer,1843,812653383,F,50,3,3,3,Single,1520,323,0.864,4729,92,0.704,0.825,0.00027607,0.99972
Unknown,Blue,Uneducated,52,1,Existing Customer,1438.3,709762908,F,40,2,2,1,Married,1228,210.3,0.659,4991,78,0.902,0.854,6.62E-05,0.99993
$40K - $60K,Blue,Graduate,34,0,Existing Customer,2991,717114708,F,26,3,3,2,Married,1830,1161,0.777,4414,77,0.878,0.612,0.00015435,0.99985
$60K - $80K,Blue,High School,43,3,Existing Customer,9560,767388783,M,36,3,3,1,Married,0,9560,0.802,4601,66,0.571,0,0.00010943,0.99989
Less than $40K,Blue,High School,44,4,Attrited Customer,2616,794719983,F,38,2,2,3,Unknown,2505,111,0.828,2576,42,0.5,0.958,0.9949,0.0051
Less than $40K,Blue,Graduate,54,1,Attrited Customer,2939,778378983,F,34,5,2,2,Single,2152,787,0.555,2476,42,0.355,0.732,0.99073,0.00927
Unknown,Blue,College,49,3,Existing Customer,3085,773275083,F,37,2,3,0,Married,966,2119,0.777,4765,79,0.646,0.313,6.69E-05,0.99993
$80K - $120K,Blue,Graduate,49,5,Existing Customer,5275,719971458,M,41,2,3,2,Single,1490,3785,0.533,4213,74,1.114,0.282,0.0001857,0.99981
$60K - $80K,Blue,Uneducated,41,3,Existing Customer,1950,721001883,M,30,3,1,2,Married,1618,332,0.75,3357,47,0.88,0.83,5.88E-05,0.99994
Unknown,Blue,Graduate,43,3,Existing Customer,2341,778245633,F,33,3,3,1,Single,1818,523,0.833,4356,70,0.628,0.777,0.00011256,0.99989
Less than $40K,Blue,Uneducated,40,1,Existing Customer,3758,718535733,F,25,3,3,1,Divorced,2047,1711,1.108,4928,79,0.646,0.545,0.00010469,0.9999
$80K - $120K,Blue,Unknown,54,4,Existing Customer,1621,711909933,M,42,3,3,1,Married,618,1003,0.846,4815,83,1.024,0.381,0.00012505,0.99987
$40K - $60K,Blue,Uneducated,50,2,Existing Customer,10946,709253433,F,41,2,1,2,Married,1912,9034,0.362,2448,58,0.45,0.175,5.66E-05,0.99994
Less than $40K,Blue,High School,56,1,Existing Customer,3422,719797758,F,36,3,1,1,Single,2517,905,0.914,4922,84,0.68,0.736,3.03E-05,0.99997
Less than $40K,Blue,Uneducated,39,2,Existing Customer,3108,789420933,F,30,3,1,3,Married,778,2330,0.645,4130,87,0.706,0.25,9.52E-05,0.9999
Less than $40K,Blue,Graduate,33,2,Attrited Customer,3202,709850508,F,20,3,2,5,Married,0,3202,1.012,2917,37,0.682,0,0.99823,0.00176584
Less than $40K,Blue,Uneducated,43,5,Existing Customer,1855,715335558,F,36,2,1,2,Single,907,948,0.816,4191,81,0.761,0.489,5.85E-05,0.99994
$40K - $60K,Blue,Uneducated,47,4,Existing Customer,2155,711516783,F,36,2,1,1,Married,1119,1036,0.815,5441,91,0.717,0.519,3.58E-05,0.99996
Less than $40K,Blue,College,42,4,Existing Customer,4150,798917883,F,36,2,3,2,Single,2517,1633,0.619,4620,76,1.171,0.607,0.0001834,0.99982
$80K - $120K,Blue,Doctorate,45,5,Existing Customer,2226,721525758,M,35,2,2,2,Married,1229,997,0.784,4928,77,0.638,0.552,0.00017004,0.99983
$40K - $60K,Blue,High School,48,5,Existing Customer,1610,716249508,F,36,3,2,1,Married,0,1610,0.424,4243,85,0.848,0,6.89E-05,0.99993
Unknown,Blue,Graduate,53,2,Existing Customer,2046,716953083,F,41,3,2,2,Married,1260,786,0.768,4228,81,0.884,0.616,0.00011382,0.99989
Less than $40K,Blue,High School,52,1,Attrited Customer,1795,712448658,F,36,3,3,2,Single,0,1795,0.718,2281,55,0.618,0,0.99395,0.00605
Less than $40K,Blue,Unknown,42,4,Existing Customer,1531,711766758,F,30,3,2,1,Married,987,544,0.831,4373,67,0.811,0.645,7.91E-05,0.99992
Less than $40K,Blue,Unknown,53,1,Existing Customer,1472,709432833,F,36,2,2,3,Married,1196,276,1.24,4859,73,0.973,0.812,0.00019751,0.9998
Less than $40K,Blue,Graduate,50,5,Existing Customer,1438.3,719964933,F,41,3,2,2,Single,0,1438.3,0.683,4550,78,0.857,0,0.00011751,0.99988
$40K - $60K,Blue,Graduate,37,1,Existing Customer,2886,719857008,F,36,3,3,1,Single,2198,688,0.828,4531,81,0.723,0.762,0.00010182,0.9999
Less than $40K,Silver,Graduate,39,2,Existing Customer,10024,758340108,F,29,3,3,2,Single,913,9111,0.568,3906,78,0.592,0.091,0.00016253,0.99984
Less than $40K,Blue,Post-Graduate,52,3,Attrited Customer,1760,708276183,F,45,2,4,1,Married,0,1760,0.046,1554,35,0.029,0,0.99379,0.00621
Less than $40K,Blue,Graduate,38,2,Existing Customer,1461,716481408,F,36,3,1,1,Single,0,1461,0.681,4769,76,0.949,0,3.32E-05,0.99997
$40K - $60K,Blue,Graduate,51,1,Attrited Customer,8840,720590058,F,36,3,3,3,Single,1794,7046,0.848,2839,47,0.808,0.203,0.99649,0.00350838
$40K - $60K,Blue,Post-Graduate,38,2,Existing Customer,4468,789347133,F,28,2,1,1,Married,2395,2073,0.706,4690,79,0.756,0.536,3.91E-05,0.99996
$60K - $80K,Blue,College,42,4,Existing Customer,2516,719112258,M,35,3,3,3,Unknown,1360,1156,1.193,4692,79,0.681,0.541,0.00030845,0.99969
Less than $40K,Blue,High School,35,4,Attrited Customer,1555,717748608,F,24,3,2,4,Married,872,683,0.772,2252,51,0.645,0.561,0.99701,0.00299357
$80K - $120K,Blue,Graduate,57,1,Existing Customer,1438.3,710740008,M,39,3,1,1,Unknown,641,797.3,0.66,5140,82,0.519,0.446,3.12E-05,0.99997
$120K +,Blue,Uneducated,42,4,Attrited Customer,5195,716694108,M,34,2,3,3,Married,468,4727,0.567,2682,48,0.231,0.09,0.99694,0.00305523
$120K +,Blue,Graduate,57,3,Existing Customer,17268,719372583,M,36,2,2,1,Single,1197,16071,0.637,4077,90,0.698,0.069,7.12E-05,0.99993
Unknown,Blue,Uneducated,37,2,Attrited Customer,1649,719981508,M,24,2,2,3,Single,0,1649,0.864,2574,51,0.7,0,0.99495,0.00505
Less than $40K,Blue,High School,57,1,Existing Customer,1609,751350558,F,50,3,2,2,Married,0,1609,0.669,4770,85,0.7,0,0.00010386,0.9999
Less than $40K,Blue,College,43,1,Existing Customer,3342,715123983,F,36,3,2,2,Single,2517,825,0.977,5848,81,0.8,0.753,0.00010387,0.9999
Less than $40K,Blue,Uneducated,63,1,Existing Customer,6973,709250508,M,56,3,1,2,Single,2517,4456,0.781,4877,88,0.692,0.361,5.32E-05,0.99995
$120K +,Blue,High School,43,4,Attrited Customer,17228,716754783,M,30,3,2,3,Married,1331,15897,0.519,2229,44,0.375,0.077,0.9949,0.0051
$40K - $60K,Blue,Post-Graduate,48,2,Existing Customer,1898,719025333,M,42,3,2,0,Married,0,1898,0.838,3513,59,0.686,0,4.94E-05,0.99995
Less than $40K,Blue,College,46,2,Existing Customer,1438.3,718566858,F,36,3,2,2,Single,0,1438.3,0.757,5005,79,0.795,0,0.00011066,0.99989
Unknown,Blue,College,40,3,Existing Customer,2321,710675508,F,28,2,3,1,Unknown,1190,1131,0.736,5149,98,0.661,0.513,0.00010944,0.99989
$60K - $80K,Blue,Graduate,52,3,Existing Customer,8185,818729208,M,47,3,3,3,Married,941,7244,0.874,4525,77,0.604,0.115,0.0003139,0.99969
$60K - $80K,Blue,College,53,4,Existing Customer,3096,709068183,M,42,3,3,3,Single,0,3096,0.684,4709,87,0.776,0,0.00030845,0.99969
Less than $40K,Blue,Uneducated,57,2,Existing Customer,2129,715358283,F,46,2,3,2,Married,1139,990,1.025,4509,73,0.825,0.535,0.00018494,0.99982
Less than $40K,Blue,Uneducated,50,3,Existing Customer,2615,710966433,F,36,3,2,2,Married,1404,1211,0.503,3785,67,1.161,0.537,0.00012144,0.99988
$40K - $60K,Blue,Uneducated,46,3,Attrited Customer,3157,708575058,F,39,2,3,2,Divorced,965,2192,0.928,3300,58,0.568,0.306,0.99482,0.00518
Less than $40K,Blue,College,36,3,Attrited Customer,1707,713929533,F,36,2,2,2,Married,0,1707,0.319,2060,52,0.529,0,0.99137,0.00863
Less than $40K,Blue,Uneducated,49,1,Existing Customer,1838,714087258,F,36,2,3,2,Divorced,0,1838,0.65,5156,72,0.895,0,0.0001736,0.99983
Less than $40K,Blue,College,38,3,Existing Customer,5523,756383283,F,31,3,1,3,Married,2517,3006,0.72,4170,80,0.739,0.456,9.35E-05,0.99991
Less than $40K,Blue,Uneducated,40,2,Attrited Customer,3021,720766908,F,28,2,2,2,Single,0,3021,0.694,2814,37,0.321,0,0.99153,0.00847
Less than $40K,Blue,Post-Graduate,44,4,Existing Customer,7317,718133733,F,36,3,1,1,Unknown,1540,5777,0.616,4100,76,0.81,0.21,4.10E-05,0.99996
Less than $40K,Blue,Unknown,59,2,Existing Customer,5218,720823458,F,46,2,6,2,Married,1907,3311,0.797,4658,85,0.889,0.365,0.00015608,0.99984
Less than $40K,Blue,High School,53,2,Existing Customer,1438.3,720027258,F,40,3,1,3,Single,0,1438.3,1.052,4978,73,0.921,0,9.01E-05,0.99991
$80K - $120K,Blue,Graduate,54,3,Existing Customer,11114,807604233,M,49,2,3,3,Married,2482,8632,1.08,5044,81,0.688,0.223,0.0003139,0.99969
$80K - $120K,Blue,High School,51,0,Existing Customer,10648,801786483,M,45,3,2,3,Single,2517,8131,0.708,4930,89,0.978,0.236,0.0001597,0.99984
Less than $40K,Blue,High School,45,3,Existing Customer,2976,789138258,F,34,2,3,2,Single,2372,604,0.772,4799,83,0.729,0.797,0.00018145,0.99982
Less than $40K,Blue,High School,52,3,Attrited Customer,6629,805524708,F,47,3,3,1,Divorced,2517,4112,0.932,2599,50,0.562,0.38,0.99095,0.00905
Less than $40K,Blue,Unknown,42,5,Existing Customer,2812,779642733,F,25,3,1,1,Married,2238,574,0.713,4823,77,0.833,0.796,3.77E-05,0.99996
$80K - $120K,Blue,High School,48,2,Existing Customer,10761,771735933,M,36,2,1,1,Married,1722,9039,0.7,4731,82,0.783,0.16,3.23E-05,0.99997
Less than $40K,Blue,High School,40,4,Existing Customer,1968,789917208,F,31,2,3,3,Married,1781,187,0.972,5087,69,0.725,0.905,0.00030842,0.99969
Less than $40K,Blue,Doctorate,55,2,Existing Customer,3897,779608083,M,44,2,2,2,Single,1247,2650,0.689,3681,62,0.632,0.32,0.00016471,0.99984
$40K - $60K,Blue,Unknown,45,4,Existing Customer,4721,711287733,M,36,3,2,1,Married,1289,3432,0.656,3856,74,0.762,0.273,7.91E-05,0.99992
$80K - $120K,Silver,College,40,3,Existing Customer,34516,774675933,M,34,2,1,3,Divorced,2052,32464,0.477,3510,62,0.476,0.059,8.44E-05,0.99992
Less than $40K,Blue,High School,33,3,Existing Customer,2831,716741508,F,21,2,1,3,Married,1167,1664,0.744,4460,65,0.857,0.412,9.34E-05,0.99991
Unknown,Blue,Uneducated,57,3,Existing Customer,2312,721106133,F,36,3,4,1,Divorced,1789,523,0.867,5104,82,0.783,0.774,0.00013987,0.99986
$80K - $120K,Blue,Unknown,51,2,Existing Customer,8924,716698608,M,39,2,1,1,Single,0,8924,0.46,4441,87,0.673,0,3.65E-05,0.99996
Less than $40K,Blue,Unknown,58,3,Attrited Customer,1508,716299608,F,36,2,2,3,Divorced,0,1508,0.458,1990,31,0.192,0,0.99544,0.00455805
Less than $40K,Blue,Graduate,53,3,Existing Customer,1438.3,718116933,F,36,2,3,1,Single,630,808.3,0.667,4704,79,0.756,0.438,0.00011256,0.99989
$80K - $120K,Blue,High School,46,3,Existing Customer,21350,720513333,M,39,2,1,3,Single,1724,19626,0.512,4878,78,0.444,0.081,9.34E-05,0.99991
Unknown,Blue,High School,57,3,Attrited Customer,1438.3,802460433,F,51,2,5,2,Married,0,1438.3,0.733,2607,37,0.609,0,0.99509,0.00490915
Unknown,Blue,College,52,1,Existing Customer,10431,720482583,F,43,3,3,1,Married,2163,8268,0.64,4598,69,0.865,0.207,9.90E-05,0.9999
$40K - $60K,Blue,High School,40,4,Existing Customer,1438.3,719584608,M,32,3,1,1,Unknown,0,1438.3,0.657,4215,79,0.927,0,3.39E-05,0.99997
Unknown,Blue,High School,37,2,Existing Customer,2346,709477233,F,36,3,2,1,Single,1621,725,0.613,4287,79,0.717,0.691,6.67E-05,0.99993
Less than $40K,Blue,Graduate,47,4,Attrited Customer,1438.3,719512983,F,39,3,3,6,Single,0,1438.3,0.854,2295,51,0.545,0,0.99939,0.00060765
Less than $40K,Blue,Graduate,38,2,Attrited Customer,2369,714923583,F,36,2,3,2,Unknown,0,2369,0.51,1924,48,0.548,0,0.99447,0.00553
Less than $40K,Blue,Graduate,42,2,Existing Customer,3659,779397183,F,31,2,1,1,Single,0,3659,0.797,4068,61,0.694,0,3.32E-05,0.99997
Less than $40K,Blue,Graduate,38,5,Existing Customer,2153,714671658,F,31,2,5,2,Married,1392,761,0.787,4268,85,0.667,0.647,0.00020741,0.99979
Less than $40K,Blue,Post-Graduate,47,5,Existing Customer,9430,779218233,F,37,2,3,3,Single,0,9430,0.68,4115,75,0.923,0,0.00036747,0.99963
$80K - $120K,Silver,High School,45,2,Existing Customer,34516,713456583,M,37,3,2,2,Married,1495,33021,0.52,3247,70,0.707,0.043,1.00E-04,0.9999
$40K - $60K,Blue,Graduate,44,4,Existing Customer,3897,790221633,F,38,3,3,3,Single,2296,1601,0.746,4627,77,0.791,0.589,0.00031726,0.99968
$80K - $120K,Blue,Graduate,47,3,Existing Customer,11671,721299483,M,32,2,1,1,Single,1304,10367,0.491,4168,71,0.868,0.112,3.45E-05,0.99997
$60K - $80K,Blue,Unknown,48,1,Existing Customer,11367,711701958,M,38,3,3,3,Single,1999,9368,0.661,4175,63,0.537,0.176,0.00031211,0.99969
$40K - $60K,Blue,College,42,4,Existing Customer,2575,783573408,F,36,3,1,2,Single,2136,439,0.722,5267,83,0.886,0.83,5.62E-05,0.99994
$40K - $60K,Blue,Graduate,42,3,Existing Customer,3433,709641933,F,36,3,1,2,Married,1869,1564,0.838,4504,84,0.787,0.544,5.72E-05,0.99994
$60K - $80K,Blue,High School,44,2,Existing Customer,7317,718755483,M,36,3,2,1,Married,959,6358,0.653,5082,86,0.686,0.131,6.67E-05,0.99993
Less than $40K,Blue,Graduate,46,3,Existing Customer,4416,720914358,F,36,3,2,3,Married,1333,3083,0.631,4894,84,0.647,0.302,0.00019864,0.9998
$60K - $80K,Blue,High School,39,2,Existing Customer,1715,714811533,M,32,3,2,2,Unknown,0,1715,0.896,5910,91,0.517,0,0.00011065,0.99989
$40K - $60K,Blue,Doctorate,57,2,Existing Customer,3667,719898108,F,41,2,3,3,Married,809,2858,0.778,5322,79,0.975,0.221,0.00043772,0.99956
Unknown,Blue,Graduate,54,1,Attrited Customer,1874,720719883,F,41,3,3,3,Single,0,1874,0.806,2535,55,0.618,0,0.99649,0.00350838
Less than $40K,Blue,Graduate,50,2,Existing Customer,1438.3,780338733,F,37,2,1,2,Married,491,947.3,0.73,5102,83,0.694,0.341,5.51E-05,0.99994
Less than $40K,Blue,Unknown,56,0,Existing Customer,1579,709810458,F,44,3,2,0,Single,768,811,0.888,4241,72,0.946,0.486,3.96E-05,0.99996
$40K - $60K,Blue,Uneducated,54,3,Existing Customer,1626,821356083,F,49,3,1,3,Married,0,1626,0.664,4830,87,0.642,0,9.88E-05,0.9999
